image_name,is_cropped,total_area,roi_area,processing_time
image.9554_with_target,False,23629,23629,-1740975887161.989
image.9495_with_target,False,21193,21193,-1740975887161.729
image.8362_with_target,False,22815,22815,-1740975887162.1301
image.0840_with_target,False,25900,25900,-1740975887161.818
image.3035_with_target,False,23666,23666,-1740975887162.1958
image.5214_with_target,False,20740,20740,-1740975887162.1467
image.4001_with_target,False,23630,23630,-1740975887161.698
image.4550_with_target,False,33584,33584,-1740975887162.0618
image.6587_with_target,False,23411,23411,-1740975887161.4756
image.5044_with_target,False,23945,23945,-1740975887160.8013
image.5855_with_target,False,22808,22803,-1740975887161.844
image.8400_with_target,False,23852,23852,-1740975887162.1702
image.0901_with_target,False,23755,23755,-1740975887161.9907
image.2346_with_target,False,23561,23561,-1740975887162.0308
image.6006_with_target,False,22986,22986,-1740975887162.2231
image.1936_with_target,False,23797,23797,-1740975887161.8716
image.3215_with_target,False,21272,21272,-1740975887161.9897
image.8059_with_target,False,23697,23697,-1740975887162.1658
image.4553_with_target,False,23747,23747,-1740975887162.1033
image.0127_with_target,False,21194,21194,-1740975887161.4717
image.1603_with_target,False,23713,23713,-1740975887161.8972
image.3102_with_target,False,22837,22837,-1740975887162.0737
image.2322_with_target,False,23762,23762,-1740975887162.2039
image.1720_with_target,False,20922,20922,-1740975887161.6738
image.5539_with_target,False,21399,21399,-1740975887162.1082
image.9074_with_target,False,21254,21254,-1740975887161.5105
image.1825_with_target,False,22993,22993,-1740975887161.9517
image.2577_with_target,False,23922,23922,-1740975887161.8306
image.3341_with_target,False,23681,23681,-1740975887161.825
image.2609_with_target,False,20860,20860,-1740975887162.155
image.3192_with_target,False,22916,22916,-1740975887162.0977
image.1909_with_target,False,22720,22720,-1740975887162.0776
image.5203_with_target,False,23720,23720,-1740975887161.8013
image.7075_with_target,False,23536,23536,-1740975887161.4153
image.1928_with_target,False,45968,45968,-1740975887162.2393
image.6965_with_target,False,22783,22783,-1740975887162.1172
image.3410_with_target,False,22846,22846,-1740975887161.9307
image.1244_with_target,False,21331,21331,-1740975887162.081
image.4845_with_target,False,23719,23719,-1740975887162.0466
image.3679_with_target,False,21078,21078,-1740975887160.8562
image.0226_with_target,False,20734,20699,-1740975887162.1782
image.0499_with_target,False,23027,23027,-1740975887162.124
image.3690_with_target,False,23781,23781,-1740975887161.9678
image.6590_with_target,False,22831,22831,-1740975887162.091
image.3237_with_target,False,23795,23795,-1740975887162.2007
image.1737_with_target,False,23658,23658,-1740975887162.1145
image.3936_with_target,False,23763,23763,-1740975887162.073
image.1449_with_target,False,23778,23778,-1740975887162.0913
image.0069_with_target,False,20714,20714,-1740975887161.8416
image.5578_with_target,False,20978,20978,-1740975887161.9312
image.4992_with_target,False,22812,22812,-1740975887161.3425
image.2904_with_target,False,20968,20968,-1740975887162.1301
image.6796_with_target,False,22904,22904,-1740975887162.1277
